freq,psd_x,psd_y,psd_z,psd_xyz
174.5,6.058e+04,2.697e+04,2.326e+04,1.108e+05
176.0,5.035e+04,2.476e+04,2.155e+04,9.666e+04
177.5,4.035e+04,2.113e+04,1.789e+04,7.937e+04
179.0,2.766e+04,1.529e+04,1.282e+04,5.577e+04
180.5,1.966e+04,1.181e+04,9.876e+03,4.134e+04
181.9,1.468e+04,9.998e+03,7.870e+03,3.255e+04
183.4,1.253e+04,9.687e+03,6.842e+03,2.906e+04
184.9,1.159e+04,9.463e+03,6.409e+03,2.746e+04
186.4,1.025e+04,8.837e+03,5.872e+03,2.496e+04
187.9,7.785e+03,8.028e+03,5.053e+03,2.087e+04
189.3,6.186e+03,7.174e+03,4.521e+03,1.788e+04
190.8,5.624e+03,7.325e+03,4.651e+03,1.760e+04
192.3,5.538e+03,7.844e+03,4.995e+03,1.838e+04
193.8,5.719e+03,8.814e+03,5.696e+03,2.023e+04
195.3,6.073e+03,1.043e+04,7.030e+03,2.353e+04
196.7,7.109e+03,1.192e+04,8.693e+03,2.772e+04
198.2,7.802e+03,1.253e+04,9.551e+03,2.988e+04
199.7,8.981e+03,1.307e+04,1.010e+04,3.215e+04
