freq,psd_x,psd_y,psd_z,psd_xyz
50.2,1.236e+06,4.370e+03,9.506e+03,1.250e+06
51.7,1.036e+06,2.314e+03,1.244e+04,1.051e+06
53.2,7.436e+05,2.326e+03,1.247e+04,7.584e+05
54.6,5.158e+05,2.603e+03,9.486e+03,5.279e+05
56.1,3.614e+05,3.042e+03,6.297e+03,3.707e+05
57.6,2.514e+05,3.304e+03,5.074e+03,2.598e+05
59.1,1.825e+05,3.288e+03,6.029e+03,1.918e+05
60.5,1.437e+05,2.998e+03,8.032e+03,1.547e+05
62.0,1.151e+05,2.899e+03,8.275e+03,1.262e+05
63.5,1.023e+05,3.128e+03,6.387e+03,1.118e+05
65.0,1.033e+05,3.002e+03,4.779e+03,1.111e+05
66.5,1.308e+05,2.553e+03,4.405e+03,1.377e+05
67.9,2.024e+05,2.236e+03,3.527e+03,2.082e+05
69.4,2.916e+05,1.884e+03,2.144e+03,2.957e+05
70.9,3.262e+05,1.462e+03,1.449e+03,3.291e+05
72.4,3.161e+05,9.124e+02,2.385e+03,3.194e+05
73.8,2.944e+05,6.565e+02,4.423e+03,2.995e+05
75.3,2.807e+05,6.959e+02,6.122e+03,2.875e+05
76.8,2.674e+05,9.354e+02,6.905e+03,2.753e+05
78.3,2.440e+05,1.406e+03,6.395e+03,2.518e+05
79.7,2.182e+05,1.828e+03,5.178e+03,2.252e+05
81.2,1.952e+05,1.843e+03,4.442e+03,2.015e+05
82.7,1.802e+05,1.624e+03,4.089e+03,1.860e+05
84.2,1.584e+05,1.437e+03,3.577e+03,1.634e+05
85.7,1.338e+05,1.376e+03,2.994e+03,1.381e+05
87.1,1.187e+05,1.550e+03,2.802e+03,1.230e+05
88.6,1.173e+05,2.809e+03,4.398e+03,1.245e+05
90.1,1.281e+05,5.874e+03,8.121e+03,1.421e+05
91.6,1.308e+05,4.664e+03,7.687e+03,1.431e+05
93.0,1.311e+05,4.710e+03,7.466e+03,1.433e+05
94.5,1.430e+05,6.751e+03,9.320e+03,1.591e+05
96.0,1.408e+05,8.153e+03,9.945e+03,1.589e+05
97.5,1.418e+05,9.911e+03,1.101e+04,1.627e+05
98.9,1.389e+05,1.056e+04,1.145e+04,1.609e+05
100.4,1.353e+05,1.072e+04,1.170e+04,1.577e+05
101.9,1.384e+05,1.293e+04,1.277e+04,1.641e+05
103.4,1.349e+05,1.396e+04,1.298e+04,1.618e+05
104.9,1.254e+05,1.294e+04,1.222e+04,1.506e+05
106.3,1.210e+05,1.164e+04,1.196e+04,1.446e+05
107.8,1.214e+05,1.045e+04,1.210e+04,1.439e+05
109.3,1.285e+05,1.144e+04,1.282e+04,1.527e+05
110.8,1.287e+05,1.321e+04,1.334e+04,1.553e+05
112.2,1.197e+05,1.158e+04,1.299e+04,1.442e+05
113.7,1.133e+05,9.002e+03,1.273e+04,1.350e+05
115.2,1.132e+05,8.386e+03,1.435e+04,1.360e+05
116.7,1.146e+05,7.655e+03,1.526e+04,1.375e+05
118.1,1.188e+05,7.090e+03,1.516e+04,1.411e+05
119.6,1.211e+05,7.274e+03,1.489e+04,1.432e+05
121.1,9.065e+04,5.492e+03,1.100e+04,1.071e+05
122.6,7.183e+04,4.769e+03,8.765e+03,8.536e+04
124.1,7.871e+04,5.906e+03,9.417e+03,9.403e+04
125.5,8.544e+04,7.391e+03,1.030e+04,1.031e+05
127.0,8.906e+04,8.805e+03,1.100e+04,1.089e+05
128.5,8.909e+04,9.693e+03,1.154e+04,1.103e+05
130.0,9.095e+04,1.058e+04,1.245e+04,1.140e+05
131.4,9.129e+04,1.128e+04,1.311e+04,1.157e+05
132.9,5.874e+04,7.417e+03,8.675e+03,7.483e+04
134.4,1.119e+04,1.363e+03,1.721e+03,1.427e+04
135.9,5.122e+03,6.766e+02,1.099e+03,6.897e+03
137.3,5.251e+03,7.799e+02,1.400e+03,7.431e+03
138.8,5.532e+03,8.399e+02,1.639e+03,8.011e+03
140.3,5.839e+03,9.404e+02,1.813e+03,8.592e+03
141.8,5.962e+03,1.007e+03,1.981e+03,8.950e+03
143.3,5.959e+03,1.066e+03,2.205e+03,9.229e+03
144.7,6.137e+03,1.252e+03,2.536e+03,9.925e+03
146.2,6.234e+03,1.544e+03,2.880e+03,1.066e+04
147.7,6.231e+03,1.820e+03,2.897e+03,1.095e+04
149.2,6.330e+03,2.180e+03,3.078e+03,1.159e+04
150.6,6.759e+03,2.323e+03,3.645e+03,1.273e+04
152.1,5.774e+03,1.809e+03,3.436e+03,1.102e+04
153.6,5.061e+03,1.451e+03,3.290e+03,9.802e+03
155.1,4.859e+03,1.424e+03,3.263e+03,9.546e+03
156.5,4.647e+03,1.617e+03,3.243e+03,9.508e+03
158.0,4.460e+03,1.878e+03,3.168e+03,9.507e+03
159.5,4.600e+03,2.406e+03,2.652e+03,9.659e+03
161.0,7.034e+03,3.552e+03,2.688e+03,1.327e+04
162.5,9.028e+03,4.231e+03,3.222e+03,1.648e+04
163.9,1.173e+04,5.539e+03,4.526e+03,2.179e+04
165.4,1.438e+04,7.042e+03,6.171e+03,2.760e+04
166.9,1.594e+04,7.547e+03,7.259e+03,3.075e+04
168.4,1.652e+04,7.751e+03,7.854e+03,3.213e+04
169.8,1.638e+04,7.763e+03,8.103e+03,3.225e+04
171.3,1.755e+04,8.425e+03,9.315e+03,3.529e+04
172.8,1.711e+04,8.261e+03,9.921e+03,3.529e+04
174.3,1.451e+04,7.130e+03,9.177e+03,3.081e+04
175.7,1.229e+04,6.106e+03,7.965e+03,2.636e+04
177.2,1.019e+04,5.123e+03,6.783e+03,2.210e+04
178.7,8.898e+03,4.681e+03,6.268e+03,1.985e+04
180.2,7.954e+03,4.499e+03,5.723e+03,1.818e+04
181.6,6.729e+03,4.349e+03,4.997e+03,1.607e+04
183.1,5.578e+03,4.389e+03,4.390e+03,1.436e+04
184.6,5.600e+03,4.477e+03,4.090e+03,1.417e+04
186.1,6.190e+03,5.035e+03,4.332e+03,1.556e+04
187.6,6.400e+03,6.015e+03,4.105e+03,1.652e+04
189.0,5.910e+03,6.296e+03,3.484e+03,1.569e+04
190.5,7.700e+03,8.510e+03,3.836e+03,2.005e+04
192.0,9.668e+03,1.173e+04,4.207e+03,2.560e+04
193.5,1.091e+04,1.495e+04,4.510e+03,3.037e+04
194.9,1.020e+04,1.557e+04,4.387e+03,3.016e+04
196.4,9.342e+03,1.561e+04,4.299e+03,2.925e+04
197.9,8.516e+03,1.501e+04,4.249e+03,2.778e+04
199.4,7.999e+03,1.457e+04,4.315e+03,2.689e+04
